2015-09-12 02:15:01	Temp=24.40*C	 Temp=75.92*f	Humidity=50.10%
2015-09-14 05:15:01	Temp=23.00*C	 Temp=73.40*f	Humidity=72.20%
2015-09-14 06:15:01	Temp=22.70*C	 Temp=72.86*f	Humidity=69.00%
2015-09-14 07:15:01	Temp=22.70*C	 Temp=72.86*f	Humidity=71.60%
2015-09-14 08:15:01	Temp=22.70*C	 Temp=72.86*f	Humidity=71.80%
2015-09-14 09:15:01	Temp=22.60*C	 Temp=72.68*f	Humidity=69.20%
2015-09-14 10:15:02	Temp=22.80*C	 Temp=73.04*f	Humidity=70.90%
2015-09-14 11:15:02	Temp=23.00*C	 Temp=73.40*f	Humidity=72.00%
2015-09-14 12:15:02	Temp=22.90*C	 Temp=73.22*f	Humidity=72.30%
2015-09-14 13:15:02	Temp=23.40*C	 Temp=74.12*f	Humidity=68.30%
2015-09-14 14:15:02	Temp=23.20*C	 Temp=73.76*f	Humidity=71.30%
2015-09-14 15:15:01	Temp=23.20*C	 Temp=73.76*f	Humidity=66.00%
2015-09-14 16:15:02	Temp=23.30*C	 Temp=73.94*f	Humidity=65.40%
2015-09-14 17:15:01	Temp=23.50*C	 Temp=74.30*f	Humidity=64.70%
2015-09-14 18:15:01	Temp=23.30*C	 Temp=73.94*f	Humidity=59.20%
2015-09-14 19:15:02	Temp=23.20*C	 Temp=73.76*f	Humidity=61.20%
2015-09-14 20:15:01	Temp=23.10*C	 Temp=73.58*f	Humidity=59.70%
2015-09-14 21:15:02	Temp=22.80*C	 Temp=73.04*f	Humidity=57.80%
2015-09-14 22:15:02	Temp=22.70*C	 Temp=72.86*f	Humidity=57.70%
2015-09-14 23:15:02	Temp=23.00*C	 Temp=73.40*f	Humidity=59.60%
2015-09-15 00:15:01	Temp=24.00*C	 Temp=75.20*f	Humidity=58.90%
2015-09-15 01:15:01	Temp=23.50*C	 Temp=74.30*f	Humidity=60.60%
2015-09-15 02:15:01	Temp=23.20*C	 Temp=73.76*f	Humidity=63.50%
2015-09-15 03:15:01	Temp=22.90*C	 Temp=73.22*f	Humidity=66.60%
2015-09-15 04:15:01	Temp=22.60*C	 Temp=72.68*f	Humidity=65.50%
2015-09-15 05:15:02	Temp=22.50*C	 Temp=72.50*f	Humidity=65.40%
2015-09-15 06:15:02	Temp=22.50*C	 Temp=72.50*f	Humidity=67.10%
2015-09-15 07:15:01	Temp=22.80*C	 Temp=73.04*f	Humidity=71.50%
2015-09-15 08:15:02	Temp=22.90*C	 Temp=73.22*f	Humidity=66.50%
2015-09-15 09:15:02	Temp=23.00*C	 Temp=73.40*f	Humidity=71.80%
2015-09-15 10:15:02	Temp=22.80*C	 Temp=73.04*f	Humidity=68.40%
2015-09-15 11:15:02	Temp=22.90*C	 Temp=73.22*f	Humidity=72.50%
2015-09-15 12:15:01	Temp=22.80*C	 Temp=73.04*f	Humidity=70.00%
2015-09-15 13:15:01	Temp=23.30*C	 Temp=73.94*f	Humidity=73.30%
2015-09-15 14:15:01	Temp=23.40*C	 Temp=74.12*f	Humidity=69.90%
2015-09-15 15:15:02	Temp=23.50*C	 Temp=74.30*f	Humidity=67.80%
2015-09-15 16:15:02	Temp=23.60*C	 Temp=74.48*f	Humidity=64.60%
2015-09-15 17:15:02	Temp=23.40*C	 Temp=74.12*f	Humidity=61.10%
2015-09-15 18:15:02	Temp=23.30*C	 Temp=73.94*f	Humidity=63.70%
2015-09-15 19:15:02	Temp=23.40*C	 Temp=74.12*f	Humidity=62.50%
2015-09-15 20:15:02	Temp=23.00*C	 Temp=73.40*f	Humidity=58.70%
2015-09-15 21:15:02	Temp=22.90*C	 Temp=73.22*f	Humidity=61.70%
2015-09-15 22:15:02	Temp=23.20*C	 Temp=73.76*f	Humidity=64.60%
2015-09-15 23:15:02	Temp=23.30*C	 Temp=73.94*f	Humidity=65.90%
2015-09-16 00:15:02	Temp=23.80*C	 Temp=74.84*f	Humidity=63.80%
2015-09-16 01:15:01	Temp=23.80*C	 Temp=74.84*f	Humidity=66.20%
2015-09-16 02:15:02	Temp=23.80*C	 Temp=74.84*f	Humidity=63.30%
2015-09-16 03:15:02	Temp=22.70*C	 Temp=72.86*f	Humidity=65.40%
2015-09-16 04:15:02	Temp=22.50*C	 Temp=72.50*f	Humidity=66.10%
2015-09-16 05:15:02	Temp=22.50*C	 Temp=72.50*f	Humidity=65.80%
2015-09-16 06:15:02	Temp=22.80*C	 Temp=73.04*f	Humidity=72.20%
2015-09-16 07:15:02	Temp=23.00*C	 Temp=73.40*f	Humidity=72.20%
2015-09-16 08:15:02	Temp=23.20*C	 Temp=73.76*f	Humidity=71.80%
2015-09-16 09:15:01	Temp=23.30*C	 Temp=73.94*f	Humidity=72.40%
2015-09-16 10:15:01	Temp=22.80*C	 Temp=73.04*f	Humidity=71.50%
2015-09-16 11:15:02	Temp=22.50*C	 Temp=72.50*f	Humidity=70.20%
2015-09-16 12:15:02	Temp=22.90*C	 Temp=73.22*f	Humidity=74.00%
2015-09-16 13:15:02	Temp=22.70*C	 Temp=72.86*f	Humidity=68.40%
2015-09-16 14:15:02	Temp=23.10*C	 Temp=73.58*f	Humidity=73.30%
2015-09-16 15:15:02	Temp=23.00*C	 Temp=73.40*f	Humidity=70.20%
2015-09-16 16:15:01	Temp=23.30*C	 Temp=73.94*f	Humidity=68.70%
2015-09-16 17:15:01	Temp=23.40*C	 Temp=74.12*f	Humidity=63.70%
2015-09-16 18:15:01	Temp=23.60*C	 Temp=74.48*f	Humidity=62.60%
2015-09-16 19:15:01	Temp=23.20*C	 Temp=73.76*f	Humidity=59.10%
2015-09-16 20:15:01	Temp=23.20*C	 Temp=73.76*f	Humidity=63.70%
2015-09-16 21:15:01	Temp=22.50*C	 Temp=72.50*f	Humidity=57.50%
2015-09-16 22:15:01	Temp=22.60*C	 Temp=72.68*f	Humidity=63.30%
2015-09-16 23:15:01	Temp=22.70*C	 Temp=72.86*f	Humidity=66.70%
2015-09-17 01:15:01	Temp=24.00*C	 Temp=75.20*f	Humidity=61.40%
2015-09-17 02:15:01	Temp=23.20*C	 Temp=73.76*f	Humidity=63.40%
2015-09-17 03:15:12	Temp=22.80*C	 Temp=73.04*f	Humidity=62.70%
2015-09-17 04:15:02	Temp=22.20*C	 Temp=71.96*f	Humidity=63.90%
2015-09-17 05:15:02	Temp=22.70*C	 Temp=72.86*f	Humidity=70.20%
2015-09-17 06:15:01	Temp=22.80*C	 Temp=73.04*f	Humidity=72.80%
2015-09-17 07:15:01	Temp=22.60*C	 Temp=72.68*f	Humidity=69.20%
2015-09-17 08:15:01	Temp=22.90*C	 Temp=73.22*f	Humidity=73.60%
2015-09-17 09:15:02	Temp=23.00*C	 Temp=73.40*f	Humidity=73.80%
2015-09-17 10:15:02	Temp=22.70*C	 Temp=72.86*f	Humidity=70.90%
2015-09-17 11:15:01	Temp=22.90*C	 Temp=73.22*f	Humidity=74.10%
2015-09-17 12:15:02	Temp=23.20*C	 Temp=73.76*f	Humidity=75.40%
2015-09-17 13:15:02	Temp=23.30*C	 Temp=73.94*f	Humidity=75.00%
2015-09-17 14:15:02	Temp=23.10*C	 Temp=73.58*f	Humidity=71.40%
2015-09-17 15:15:01	Temp=23.20*C	 Temp=73.76*f	Humidity=74.20%
2015-09-17 16:15:01	Temp=22.50*C	 Temp=72.50*f	Humidity=67.20%
2015-09-17 17:15:02	Temp=22.80*C	 Temp=73.04*f	Humidity=67.90%
2015-09-17 18:15:01	Temp=23.00*C	 Temp=73.40*f	Humidity=68.80%
2015-09-17 19:15:02	Temp=23.20*C	 Temp=73.76*f	Humidity=69.20%
2015-09-17 20:15:02	Temp=23.10*C	 Temp=73.58*f	Humidity=64.10%
2015-09-17 21:15:02	Temp=23.10*C	 Temp=73.58*f	Humidity=62.40%
2015-09-17 22:15:01	Temp=23.30*C	 Temp=73.94*f	Humidity=64.20%
2015-09-17 23:15:02	Temp=23.40*C	 Temp=74.12*f	Humidity=65.40%
2015-09-18 00:15:02	Temp=23.30*C	 Temp=73.94*f	Humidity=65.50%
2015-09-18 01:15:01	Temp=23.20*C	 Temp=73.76*f	Humidity=67.10%
2015-09-18 02:15:01	Temp=23.10*C	 Temp=73.58*f	Humidity=69.00%
2015-09-18 03:15:02	Temp=23.20*C	 Temp=73.76*f	Humidity=69.20%
2015-09-18 04:15:02	Temp=22.80*C	 Temp=73.04*f	Humidity=67.10%
2015-09-18 05:15:02	Temp=23.10*C	 Temp=73.58*f	Humidity=73.30%
2015-09-18 06:15:01	Temp=23.00*C	 Temp=73.40*f	Humidity=71.60%
2015-09-18 07:15:02	Temp=23.00*C	 Temp=73.40*f	Humidity=72.50%
2015-09-18 08:15:02	Temp=23.20*C	 Temp=73.76*f	Humidity=72.50%
2015-09-18 09:15:02	Temp=23.20*C	 Temp=73.76*f	Humidity=72.00%
2015-09-18 10:15:02	Temp=23.10*C	 Temp=73.58*f	Humidity=73.50%
2015-09-18 11:15:01	Temp=23.20*C	 Temp=73.76*f	Humidity=73.30%
2015-09-18 12:15:01	Temp=23.30*C	 Temp=73.94*f	Humidity=73.30%
2015-09-18 13:15:02	Temp=23.00*C	 Temp=73.40*f	Humidity=71.70%
2015-09-18 14:15:02	Temp=23.20*C	 Temp=73.76*f	Humidity=68.90%
2015-09-18 15:15:01	Temp=23.80*C	 Temp=74.84*f	Humidity=72.50%
2015-09-18 16:15:01	Temp=23.80*C	 Temp=74.84*f	Humidity=68.30%
2015-09-18 17:15:46	Temp=23.90*C	 Temp=75.02*f	Humidity=60.50%
2015-09-18 18:15:01	Temp=24.40*C	 Temp=75.92*f	Humidity=60.60%
2015-09-18 19:15:02	Temp=24.30*C	 Temp=75.74*f	Humidity=56.10%
2015-09-18 20:15:01	Temp=24.60*C	 Temp=76.28*f	Humidity=51.80%
2015-09-18 21:15:01	Temp=24.00*C	 Temp=75.20*f	Humidity=53.50%
2015-09-18 22:15:02	Temp=24.20*C	 Temp=75.56*f	Humidity=59.40%
2015-09-18 23:15:02	Temp=24.90*C	 Temp=76.82*f	Humidity=55.30%
2015-09-19 00:15:02	Temp=24.50*C	 Temp=76.10*f	Humidity=60.30%
2015-09-19 01:15:02	Temp=24.70*C	 Temp=76.46*f	Humidity=60.50%
2015-09-19 02:15:01	Temp=24.60*C	 Temp=76.28*f	Humidity=59.90%
2015-09-19 03:15:01	Temp=23.90*C	 Temp=75.02*f	Humidity=60.80%
2015-09-19 04:15:01	Temp=23.30*C	 Temp=73.94*f	Humidity=62.40%
2015-09-19 05:15:02	Temp=23.00*C	 Temp=73.40*f	Humidity=64.90%
2015-09-19 06:15:02	Temp=23.10*C	 Temp=73.58*f	Humidity=68.90%
2015-09-19 07:15:01	Temp=23.30*C	 Temp=73.94*f	Humidity=71.40%
2015-09-19 08:15:02	Temp=23.10*C	 Temp=73.58*f	Humidity=66.80%
2015-09-19 09:15:02	Temp=23.20*C	 Temp=73.76*f	Humidity=71.70%
2015-09-19 10:15:01	Temp=23.30*C	 Temp=73.94*f	Humidity=70.00%
2015-09-19 11:15:02	Temp=23.40*C	 Temp=74.12*f	Humidity=71.10%
2015-09-19 12:15:01	Temp=23.50*C	 Temp=74.30*f	Humidity=71.40%
2015-09-19 13:15:01	Temp=23.20*C	 Temp=73.76*f	Humidity=69.40%
2015-09-19 14:15:02	Temp=23.90*C	 Temp=75.02*f	Humidity=65.80%
2015-09-19 15:15:02	Temp=24.60*C	 Temp=76.28*f	Humidity=62.30%
2015-09-19 16:15:02	Temp=25.00*C	 Temp=77.00*f	Humidity=63.00%
2015-09-19 19:15:02	Temp=24.40*C	 Temp=75.92*f	Humidity=54.80%
2015-09-19 20:15:02	Temp=24.60*C	 Temp=76.28*f	Humidity=57.50%
2015-09-19 21:15:02	Temp=25.00*C	 Temp=77.00*f	Humidity=57.00%
2015-09-19 22:15:02	Temp=24.20*C	 Temp=75.56*f	Humidity=60.50%
2015-09-20 01:15:02	Temp=24.00*C	 Temp=75.20*f	Humidity=60.80%
2015-09-20 02:15:01	Temp=23.80*C	 Temp=74.84*f	Humidity=60.20%
2015-09-20 03:15:01	Temp=23.70*C	 Temp=74.66*f	Humidity=59.90%
2015-09-20 04:15:01	Temp=23.50*C	 Temp=74.30*f	Humidity=62.90%
2015-09-20 05:15:01	Temp=23.50*C	 Temp=74.30*f	Humidity=67.50%
2015-09-20 06:15:01	Temp=23.30*C	 Temp=73.94*f	Humidity=68.10%
2015-09-20 07:15:01	Temp=23.50*C	 Temp=74.30*f	Humidity=70.80%
2015-09-20 08:15:02	Temp=23.20*C	 Temp=73.76*f	Humidity=69.20%
2015-09-20 09:15:02	Temp=23.40*C	 Temp=74.12*f	Humidity=71.70%
2015-09-20 10:15:02	Temp=23.50*C	 Temp=74.30*f	Humidity=71.90%
2015-09-20 11:15:01	Temp=23.10*C	 Temp=73.58*f	Humidity=67.50%
2015-09-20 12:15:01	Temp=23.20*C	 Temp=73.76*f	Humidity=67.20%
2015-09-20 13:15:02	Temp=23.90*C	 Temp=75.02*f	Humidity=70.80%
2015-09-20 14:15:22	Temp=24.50*C	 Temp=76.10*f	Humidity=67.60%
2015-09-20 15:15:02	Temp=24.20*C	 Temp=75.56*f	Humidity=65.00%
2015-09-20 16:15:01	Temp=24.90*C	 Temp=76.82*f	Humidity=60.50%
2015-09-20 17:15:01	Temp=24.40*C	 Temp=75.92*f	Humidity=57.10%
2015-09-20 18:15:02	Temp=24.60*C	 Temp=76.28*f	Humidity=61.30%
2015-09-20 19:15:02	Temp=24.60*C	 Temp=76.28*f	Humidity=57.40%
2015-09-20 20:15:02	Temp=24.40*C	 Temp=75.92*f	Humidity=55.80%
2015-09-20 21:15:01	Temp=25.40*C	 Temp=77.72*f	Humidity=58.30%
2015-09-20 22:15:02	Temp=24.70*C	 Temp=76.46*f	Humidity=54.50%
2015-09-20 23:15:01	Temp=24.60*C	 Temp=76.28*f	Humidity=57.50%
2015-09-21 00:15:01	Temp=24.80*C	 Temp=76.64*f	Humidity=61.20%
2015-09-21 01:15:01	Temp=24.40*C	 Temp=75.92*f	Humidity=58.80%
2015-09-21 02:15:02	Temp=24.50*C	 Temp=76.10*f	Humidity=60.20%
2015-09-21 03:15:01	Temp=23.80*C	 Temp=74.84*f	Humidity=64.10%
2015-09-21 04:15:02	Temp=23.50*C	 Temp=74.30*f	Humidity=63.60%
2015-09-21 05:15:02	Temp=23.40*C	 Temp=74.12*f	Humidity=63.50%
2015-09-21 06:15:01	Temp=23.40*C	 Temp=74.12*f	Humidity=70.10%
2015-09-21 07:15:02	Temp=23.10*C	 Temp=73.58*f	Humidity=66.80%
2015-09-21 08:15:02	Temp=23.20*C	 Temp=73.76*f	Humidity=71.00%
2015-09-21 09:15:02	Temp=22.90*C	 Temp=73.22*f	Humidity=69.00%
2015-09-21 10:15:01	Temp=23.00*C	 Temp=73.40*f	Humidity=69.30%
2015-09-21 11:15:01	Temp=23.10*C	 Temp=73.58*f	Humidity=69.80%
2015-09-21 12:15:02	Temp=23.10*C	 Temp=73.58*f	Humidity=69.00%
2015-09-21 13:15:01	Temp=23.40*C	 Temp=74.12*f	Humidity=68.70%
2015-09-21 14:15:02	Temp=23.50*C	 Temp=74.30*f	Humidity=68.10%
2015-09-21 15:15:02	Temp=23.30*C	 Temp=73.94*f	Humidity=64.90%
2015-09-21 16:15:01	Temp=23.30*C	 Temp=73.94*f	Humidity=64.30%
2015-09-21 17:15:02	Temp=23.30*C	 Temp=73.94*f	Humidity=60.10%
2015-09-21 18:15:01	Temp=23.20*C	 Temp=73.76*f	Humidity=58.20%
2015-09-21 19:15:01	Temp=23.50*C	 Temp=74.30*f	Humidity=60.70%
2015-09-21 20:15:02	Temp=23.10*C	 Temp=73.58*f	Humidity=55.20%
2015-09-21 21:15:02	Temp=23.10*C	 Temp=73.58*f	Humidity=57.20%
2015-09-21 22:15:02	Temp=23.00*C	 Temp=73.40*f	Humidity=58.80%
2015-09-21 23:15:02	Temp=23.00*C	 Temp=73.40*f	Humidity=61.20%
2015-09-22 00:15:02	Temp=23.60*C	 Temp=74.48*f	Humidity=58.30%
2015-09-22 01:15:01	Temp=23.90*C	 Temp=75.02*f	Humidity=57.40%
2015-09-22 02:15:01	Temp=23.50*C	 Temp=74.30*f	Humidity=58.40%
2015-09-22 03:15:02	Temp=23.00*C	 Temp=73.40*f	Humidity=61.60%
2015-09-22 04:15:01	Temp=23.00*C	 Temp=73.40*f	Humidity=66.40%
2015-09-22 05:15:01	Temp=22.90*C	 Temp=73.22*f	Humidity=66.40%
2015-09-22 06:15:01	Temp=22.90*C	 Temp=73.22*f	Humidity=66.70%
2015-09-22 07:15:02	Temp=23.10*C	 Temp=73.58*f	Humidity=66.60%
2015-09-22 08:15:02	Temp=23.20*C	 Temp=73.76*f	Humidity=66.70%
2015-09-22 09:15:02	Temp=23.30*C	 Temp=73.94*f	Humidity=66.60%
2015-09-22 10:15:02	Temp=23.20*C	 Temp=73.76*f	Humidity=65.90%
2015-09-22 11:15:02	Temp=23.20*C	 Temp=73.76*f	Humidity=66.70%
2015-09-22 12:15:02	Temp=23.30*C	 Temp=73.94*f	Humidity=67.70%
2015-09-22 13:15:02	Temp=23.10*C	 Temp=73.58*f	Humidity=68.40%
2015-09-22 14:15:01	Temp=23.20*C	 Temp=73.76*f	Humidity=64.60%
2015-09-22 15:15:02	Temp=23.50*C	 Temp=74.30*f	Humidity=66.90%
2015-09-22 16:15:01	Temp=23.60*C	 Temp=74.48*f	Humidity=66.70%
2015-09-22 17:15:01	Temp=23.50*C	 Temp=74.30*f	Humidity=58.90%
2015-09-22 18:15:01	Temp=23.80*C	 Temp=74.84*f	Humidity=60.50%
2015-09-22 19:15:02	Temp=23.70*C	 Temp=74.66*f	Humidity=59.50%
2015-09-22 20:15:01	Temp=23.40*C	 Temp=74.12*f	Humidity=57.00%
2015-09-22 21:15:02	Temp=23.00*C	 Temp=73.40*f	Humidity=54.00%
2015-09-22 22:15:02	Temp=23.00*C	 Temp=73.40*f	Humidity=55.80%
2015-09-22 23:15:02	Temp=23.80*C	 Temp=74.84*f	Humidity=60.00%
2015-09-23 00:15:01	Temp=23.90*C	 Temp=75.02*f	Humidity=59.00%
2015-09-23 01:15:02	Temp=24.10*C	 Temp=75.38*f	Humidity=60.00%
2015-09-23 02:15:01	Temp=23.50*C	 Temp=74.30*f	Humidity=62.30%
2015-09-23 03:15:01	Temp=23.30*C	 Temp=73.94*f	Humidity=64.40%
2015-09-23 04:15:02	Temp=22.90*C	 Temp=73.22*f	Humidity=63.80%
2015-09-23 05:15:01	Temp=22.90*C	 Temp=73.22*f	Humidity=64.60%
2015-09-23 06:15:02	Temp=23.10*C	 Temp=73.58*f	Humidity=69.60%
2015-09-23 07:15:02	Temp=23.30*C	 Temp=73.94*f	Humidity=70.50%
2015-09-23 08:15:01	Temp=23.30*C	 Temp=73.94*f	Humidity=68.70%
2015-09-23 09:15:02	Temp=23.10*C	 Temp=73.58*f	Humidity=66.40%
2015-09-23 10:15:02	Temp=23.20*C	 Temp=73.76*f	Humidity=65.00%
2015-09-23 11:15:02	Temp=23.20*C	 Temp=73.76*f	Humidity=67.60%
2015-09-23 12:15:02	Temp=23.20*C	 Temp=73.76*f	Humidity=69.60%
2015-09-23 13:15:02	Temp=23.10*C	 Temp=73.58*f	Humidity=69.90%
2015-09-23 14:15:01	Temp=22.90*C	 Temp=73.22*f	Humidity=68.90%
2015-09-23 15:15:02	Temp=23.00*C	 Temp=73.40*f	Humidity=66.80%
2015-09-23 16:15:02	Temp=23.50*C	 Temp=74.30*f	Humidity=67.30%
2015-09-23 17:15:02	Temp=23.60*C	 Temp=74.48*f	Humidity=65.60%
2015-09-23 18:15:02	Temp=23.20*C	 Temp=73.76*f	Humidity=60.40%
2015-09-23 19:15:02	Temp=23.30*C	 Temp=73.94*f	Humidity=63.40%
2015-09-23 20:15:01	Temp=23.20*C	 Temp=73.76*f	Humidity=60.30%
2015-09-23 21:15:02	Temp=23.30*C	 Temp=73.94*f	Humidity=62.50%
2015-09-23 22:15:01	Temp=23.20*C	 Temp=73.76*f	Humidity=59.80%
2015-09-23 23:15:01	Temp=23.60*C	 Temp=74.48*f	Humidity=59.70%
2015-09-24 00:15:01	Temp=23.70*C	 Temp=74.66*f	Humidity=58.30%
2015-09-24 01:15:02	Temp=23.70*C	 Temp=74.66*f	Humidity=63.10%
2015-09-24 02:15:01	Temp=23.30*C	 Temp=73.94*f	Humidity=62.80%
2015-09-24 03:15:02	Temp=22.90*C	 Temp=73.22*f	Humidity=65.30%
2015-09-24 04:15:01	Temp=22.80*C	 Temp=73.04*f	Humidity=66.60%
2015-09-24 05:15:02	Temp=22.60*C	 Temp=72.68*f	Humidity=65.70%
2015-09-24 06:15:02	Temp=22.90*C	 Temp=73.22*f	Humidity=67.50%
2015-09-24 07:15:02	Temp=23.00*C	 Temp=73.40*f	Humidity=66.30%
2015-09-24 08:15:02	Temp=23.00*C	 Temp=73.40*f	Humidity=70.90%
2015-09-24 09:15:02	Temp=23.20*C	 Temp=73.76*f	Humidity=70.90%
2015-09-24 10:15:02	Temp=23.30*C	 Temp=73.94*f	Humidity=71.30%
2015-09-24 11:15:02	Temp=23.40*C	 Temp=74.12*f	Humidity=69.90%
2015-09-24 12:15:02	Temp=23.00*C	 Temp=73.40*f	Humidity=70.60%
2015-09-24 13:15:02	Temp=23.00*C	 Temp=73.40*f	Humidity=67.90%
2015-09-24 14:15:02	Temp=23.20*C	 Temp=73.76*f	Humidity=71.10%
2015-09-24 15:15:02	Temp=23.10*C	 Temp=73.58*f	Humidity=68.60%
2015-09-24 16:15:01	Temp=23.00*C	 Temp=73.40*f	Humidity=65.50%
2015-09-24 17:15:01	Temp=23.00*C	 Temp=73.40*f	Humidity=62.50%
2015-09-24 18:15:01	Temp=23.00*C	 Temp=73.40*f	Humidity=61.40%
2015-09-24 19:15:01	Temp=23.00*C	 Temp=73.40*f	Humidity=60.70%
2015-09-24 20:15:02	Temp=23.00*C	 Temp=73.40*f	Humidity=60.40%
2015-09-24 21:15:01	Temp=23.90*C	 Temp=75.02*f	Humidity=61.60%
2015-09-24 22:15:02	Temp=24.10*C	 Temp=75.38*f	Humidity=56.10%
2015-09-24 23:15:02	Temp=24.30*C	 Temp=75.74*f	Humidity=59.50%
2015-09-25 00:15:01	Temp=24.20*C	 Temp=75.56*f	Humidity=62.00%
2015-09-25 01:15:01	Temp=24.10*C	 Temp=75.38*f	Humidity=60.70%
2015-09-25 02:15:02	Temp=23.60*C	 Temp=74.48*f	Humidity=58.90%
2015-09-25 03:15:02	Temp=23.30*C	 Temp=73.94*f	Humidity=60.00%
2015-09-25 04:15:02	Temp=23.00*C	 Temp=73.40*f	Humidity=61.20%
2015-09-25 05:15:02	Temp=23.00*C	 Temp=73.40*f	Humidity=66.90%
2015-09-25 06:15:01	Temp=23.00*C	 Temp=73.40*f	Humidity=67.30%
2015-09-25 07:15:01	Temp=23.20*C	 Temp=73.76*f	Humidity=71.10%
2015-09-25 08:15:01	Temp=23.00*C	 Temp=73.40*f	Humidity=68.20%
2015-09-25 09:15:02	Temp=23.10*C	 Temp=73.58*f	Humidity=71.10%
2015-09-25 10:15:02	Temp=23.20*C	 Temp=73.76*f	Humidity=71.60%
2015-09-25 11:15:02	Temp=23.30*C	 Temp=73.94*f	Humidity=71.40%
2015-09-25 12:15:01	Temp=23.50*C	 Temp=74.30*f	Humidity=71.00%
